Date,Hour,Market Demand,Ontario Demand
4/3/18,19,19800,17592
4/3/18,20,19738,17835
4/3/18,21,18760,17043
4/3/18,22,17665,15957
4/3/18,23,17093,14965
4/3/18,24,16445,14182
4/4/18,1,15972,13808
4/4/18,2,15873,13578
4/4/18,3,15841,13422
4/4/18,4,15590,13213
4/4/18,5,16076,13894
4/4/18,6,17201,14954
4/4/18,7,18467,16413
4/4/18,8,18820,16611
4/4/18,9,19237,16784
4/4/18,10,18758,16725
4/4/18,11,18811,16594
4/4/18,12,18494,16050
4/4/18,13,18070,15847
4/4/18,14,17860,15718
4/4/18,15,18276,16185
4/4/18,16,18219,16430
4/4/18,17,18625,16484
4/4/18,18,18882,16718
4/4/18,19,19460,17290
4/4/18,20,19996,18011
4/4/18,21,19533,17322
4/4/18,22,18468,16267
4/4/18,23,17433,15238
4/4/18,24,16925,14478
4/5/18,1,16255,13968
4/5/18,2,16178,13996
4/5/18,3,16183,14001
4/5/18,4,16416,14179
4/5/18,5,16862,14798
4/5/18,6,18352,16164
4/5/18,7,19023,17373
4/5/18,8,18496,16875
4/5/18,9,18021,16212
4/5/18,10,17628,15834
4/5/18,11,17403,15608
4/5/18,12,17319,15579
4/5/18,13,17077,15477
4/5/18,14,16985,15305
4/5/18,15,16614,15309
4/5/18,16,17184,15623
4/5/18,17,17492,16051
4/5/18,18,17662,16394
4/5/18,19,18262,16994
4/5/18,20,19224,17852
4/5/18,21,18371,17226
4/5/18,22,17383,16160
4/5/18,23,16658,15075
4/5/18,24,15957,14255
4/6/18,1,15634,13811
4/6/18,2,15503,13561
4/6/18,3,15480,13449
4/6/18,4,15640,13554
4/6/18,5,15846,14130
4/6/18,6,17254,15449
4/6/18,7,18265,16695
4/6/18,8,18638,16962
4/6/18,9,18854,16961
4/6/18,10,18594,16777
4/6/18,11,18370,16543
4/6/18,12,18295,16345
4/6/18,13,18332,16345
4/6/18,14,18153,16088
4/6/18,15,18400,16109
4/6/18,16,18377,16159
4/6/18,17,18273,16233
4/6/18,18,17890,16288
4/6/18,19,18381,16679
4/6/18,20,19010,17278
4/6/18,21,18479,16649
4/6/18,22,17769,15897
4/6/18,23,17027,14821
4/6/18,24,16519,14034
4/7/18,1,16189,13739
4/7/18,2,15885,13385
4/7/18,3,15837,13310
4/7/18,4,15975,13422
4/7/18,5,16102,13840
4/7/18,6,16459,14371
4/7/18,7,16564,14834
4/7/18,8,16758,15202
4/7/18,9,16841,15099
4/7/18,10,16940,15078
4/7/18,11,17370,15040
4/7/18,12,17056,14905
4/7/18,13,16631,14699
4/7/18,14,16051,14250
4/7/18,15,16005,14384
4/7/18,16,16403,14884
4/7/18,17,16553,15401
4/7/18,18,16939,15694
4/7/18,19,17432,16008
4/7/18,20,17997,16512
4/7/18,21,17633,16050
4/7/18,22,16944,15298
4/7/18,23,16604,14476
4/7/18,24,15729,13696
4/8/18,1,15301,13372
4/8/18,2,15391,13244
4/8/18,3,15487,13139
4/8/18,4,15306,13099
4/8/18,5,14918,13152
4/8/18,6,15393,13565
4/8/18,7,15771,14001
4/8/18,8,16023,14236
4/8/18,9,15920,14112
4/8/18,10,15911,14227
4/8/18,11,16049,14493
4/8/18,12,15914,14476
4/8/18,13,15976,14356
4/8/18,14,15439,13977
4/8/18,15,15682,13997
4/8/18,16,16016,14407
4/8/18,17,16431,14866
4/8/18,18,17006,15298
4/8/18,19,17527,15955
4/8/18,20,18084,16629
4/8/18,21,17736,16321
4/8/18,22,17067,15547
4/8/18,23,16421,14689
4/8/18,24,16111,14114
4/9/18,1,15957,13818
4/9/18,2,15739,13690
4/9/18,3,15511,13704
4/9/18,4,15829,13944
4/9/18,5,16077,14621
4/9/18,6,16910,15674
4/9/18,7,18178,16960
4/9/18,8,18104,16753
4/9/18,9,17655,16197
4/9/18,10,17627,15796
4/9/18,11,17405,15613
4/9/18,12,17053,15422
4/9/18,13,16879,15390
4/9/18,14,16807,15397
4/9/18,15,16752,15373
4/9/18,16,17253,15783
4/9/18,17,17782,16213
4/9/18,18,17997,16450
4/9/18,19,18433,17007
4/9/18,20,18656,17570
4/9/18,21,17971,17011
4/9/18,22,17361,16073
4/9/18,23,16292,14877
4/9/18,24,15982,14178
4/10/18,1,15218,13759
4/10/18,2,15086,13547
4/10/18,3,15071,13553
4/10/18,4,15076,13596
4/10/18,5,15767,14316
4/10/18,6,16840,15570
4/10/18,7,17772,16750
4/10/18,8,17711,16647
4/10/18,9,17251,16087
4/10/18,10,17470,15673
4/10/18,11,17277,15548
4/10/18,12,17396,15782
4/10/18,13,17128,15652
4/10/18,14,16688,15460
4/10/18,15,16640,15319
4/10/18,16,16824,15586
4/10/18,17,17436,16044
4/10/18,18,17333,16119
4/10/18,19,18067,16599
4/10/18,20,18860,17162
4/10/18,21,17766,16488
4/10/18,22,17129,15432
4/10/18,23,16279,14308
4/10/18,24,15593,13638
4/11/18,1,15499,13347
4/11/18,2,15314,13150
4/11/18,3,15321,13155
4/11/18,4,15403,13217
4/11/18,5,15792,13758
4/11/18,6,16984,14983
4/11/18,7,17736,16145
4/11/18,8,17918,16104
4/11/18,9,17562,15653
4/11/18,10,17227,15280
4/11/18,11,17762,15717
4/11/18,12,17981,15793
4/11/18,13,17904,15824
4/11/18,14,17348,15751
4/11/18,15,18141,16367
4/11/18,16,18541,16889
4/11/18,17,18357,17073
4/11/18,18,17780,16701
4/11/18,19,17877,16869
4/11/18,20,18747,17358
4/11/18,21,17964,16703
4/11/18,22,16835,15647
4/11/18,23,16251,14530
4/11/18,24,15421,13782
4/12/18,1,15058,13413
4/12/18,2,14928,13145
4/12/18,3,14680,13094
4/12/18,4,15052,13237
4/12/18,5,15797,13823
4/12/18,6,16860,15050
4/12/18,7,17447,16034
4/12/18,8,18228,16434
4/12/18,9,18424,16297
4/12/18,10,18083,16289
4/12/18,11,18565,16415
4/12/18,12,17757,16213
4/12/18,13,17468,16097
4/12/18,14,17336,15938
4/12/18,15,17447,15858
4/12/18,16,17476,15789
4/12/18,17,17234,15991
4/12/18,18,17238,15905
4/12/18,19,17585,16210
4/12/18,20,18085,16714
4/12/18,21,17306,16067
4/12/18,22,16467,15062
4/12/18,23,15685,14046
4/12/18,24,15478,13621
4/13/18,1,14764,13295
4/13/18,2,14380,13054
4/13/18,3,14031,12991
4/13/18,4,14261,13113
4/13/18,5,14588,13763
4/13/18,6,15717,15011
4/13/18,7,16984,16247
4/13/18,8,17230,16477
4/13/18,9,17249,16371
4/13/18,10,16667,15904
4/13/18,11,16624,15875
4/13/18,12,16487,15637
4/13/18,13,16343,15488
4/13/18,14,16678,15641
4/13/18,15,17074,15944
4/13/18,16,17275,16316
4/13/18,17,17166,16290
4/13/18,18,16960,16228
4/13/18,19,17257,16630
4/13/18,20,17435,16817
4/13/18,21,17125,16209
4/13/18,22,15890,15061
4/13/18,23,15432,14177
4/13/18,24,15481,13560
4/14/18,1,15511,13122
4/14/18,2,15197,12644
4/14/18,3,14724,12318
4/14/18,4,14734,12224
4/14/18,5,15126,12571
4/14/18,6,15662,13111
4/14/18,7,16315,13891
4/14/18,8,17341,14726
4/14/18,9,18290,15578
4/14/18,10,18870,16233
4/14/18,11,18826,16590
4/14/18,12,18927,16784
4/14/18,13,18534,16572
4/14/18,14,18249,16392
4/14/18,15,17985,16333
4/14/18,16,18508,16755
4/14/18,17,18751,16919
4/14/18,18,18573,16820
4/14/18,19,18001,16501
4/14/18,20,18363,16718
4/14/18,21,18060,16246
4/14/18,22,17537,15464
4/14/18,23,17040,14621
4/14/18,24,16278,13949
4/15/18,1,15851,13333
4/15/18,2,15687,13224
4/15/18,3,15624,13085
4/15/18,4,15303,12941
4/15/18,5,15757,13206
4/15/18,6,16107,13595
4/15/18,7,15884,13936
4/15/18,8,16291,14621
4/15/18,9,16617,15267
4/15/18,10,16701,15538
4/15/18,11,17219,16008
4/15/18,12,17864,16544
4/15/18,13,18149,16570
4/15/18,14,18334,16368
4/15/18,15,18184,16429
4/15/18,16,18473,16833
4/15/18,17,18991,17279
4/15/18,18,18512,17209
4/15/18,19,18117,17051
4/15/18,20,17720,17150
4/15/18,21,17039,16424
4/15/18,22,16742,15686
4/15/18,23,17125,15035
4/15/18,24,16506,14401
4/16/18,1,16113,14032
4/16/18,2,15948,13732
4/16/18,3,15767,13700
4/16/18,4,15898,13897
4/16/18,5,16204,14354
4/16/18,6,16165,15362
4/16/18,7,16995,16112
4/16/18,8,17458,16515
4/16/18,9,18282,17078
4/16/18,10,19160,17289
4/16/18,11,19115,17113
4/16/18,12,18889,16920
4/16/18,13,18676,16802
4/16/18,14,18178,16574
4/16/18,15,18408,16601
4/16/18,16,18336,16666
4/16/18,17,18554,17002
4/16/18,18,18733,16951
4/16/18,19,19194,17166
4/16/18,20,19388,17540
4/16/18,21,18661,16882
4/16/18,22,17338,15800
4/16/18,23,16676,14674
4/16/18,24,15818,13886
4/17/18,1,16193,13718
4/17/18,2,15963,13406
4/17/18,3,15782,13314
4/17/18,4,15877,13411
4/17/18,5,16474,13966
4/17/18,6,17512,15136
4/17/18,7,18613,16400
4/17/18,8,18960,16701
4/17/18,9,18565,16530
4/17/18,10,18274,16337
4/17/18,11,18458,16284
4/17/18,12,18269,16066
4/17/18,13,17801,15910
4/17/18,14,17788,15694
4/17/18,15,17832,15659
4/17/18,16,18296,16121
4/17/18,17,18808,16543
4/17/18,18,19060,16839
4/17/18,19,19271,17076
4/17/18,20,19707,17589
4/17/18,21,18721,16952
4/17/18,22,17205,15855
4/17/18,23,16070,14721
4/17/18,24,15675,14141
4/18/18,1,16074,13866
4/18/18,2,15687,13371
4/18/18,3,15426,13438
4/18/18,4,15613,13522
4/18/18,5,16399,14207
4/18/18,6,17329,15406
4/18/18,7,18464,16464
4/18/18,8,18395,16505
4/18/18,9,17827,16144
4/18/18,10,17249,15888
4/18/18,11,17296,15979
4/18/18,12,17188,15882
4/18/18,13,16974,15764
4/18/18,14,16839,15602
4/18/18,15,17024,15628
4/18/18,16,17416,15986
4/18/18,17,17438,16304
4/18/18,18,17448,16309
4/18/18,19,17895,16829
4/18/18,20,18442,17360
4/18/18,21,17519,16606
4/18/18,22,16597,15688
4/18/18,23,15535,14605
4/18/18,24,15072,13839
4/19/18,1,15176,13495
4/19/18,2,15139,13285
4/19/18,3,15449,13191
4/19/18,4,15483,13462
4/19/18,5,15725,13971
4/19/18,6,16578,15204
4/19/18,7,17711,16447
4/19/18,8,17592,16343
4/19/18,9,17668,16028
4/19/18,10,17999,15944
4/19/18,11,17938,15746
4/19/18,12,17499,15410
4/19/18,13,17579,15274
4/19/18,14,17604,15200
4/19/18,15,17498,15161
4/19/18,16,17493,15441
4/19/18,17,17786,15711
4/19/18,18,17621,15781
4/19/18,19,18374,16460
4/19/18,20,18914,17233
4/19/18,21,18649,16965
4/19/18,22,17223,15773
4/19/18,23,16057,14729
4/19/18,24,15231,13929
4/20/18,1,15630,13697
4/20/18,2,15151,13410
4/20/18,3,15063,13396
4/20/18,4,15177,13481
4/20/18,5,15428,14034
4/20/18,6,16875,15263
4/20/18,7,17939,16248
4/20/18,8,17803,16080
4/20/18,9,17016,15420
4/20/18,10,16619,14934
4/20/18,11,16174,14641
4/20/18,12,16504,14599
4/20/18,13,16102,14397
4/20/18,14,15715,14103
4/20/18,15,15438,13915
4/20/18,16,15644,14152
4/20/18,17,15911,14492
4/20/18,18,16330,14822
4/20/18,19,16745,15426
4/20/18,20,17421,16082
4/20/18,21,16912,15945
4/20/18,22,16129,15183
4/20/18,23,15117,14132
4/20/18,24,14821,13382
4/21/18,1,14555,12947
4/21/18,2,14389,12730
4/21/18,3,14203,12633
4/21/18,4,14110,12669
4/21/18,5,14316,12908
4/21/18,6,14529,13374
4/21/18,7,15082,13738
4/21/18,8,15758,13930
4/21/18,9,15753,13801
4/21/18,10,15389,13459
4/21/18,11,15044,13293
4/21/18,12,14867,13163
4/21/18,13,14269,12791
4/21/18,14,14342,12605
4/21/18,15,14343,12551
4/21/18,16,14501,12791
4/21/18,17,14802,13270
4/21/18,18,14820,13619
4/21/18,19,15372,14034
4/21/18,20,15749,14531
4/21/18,21,15797,14473
4/21/18,22,15530,13940
4/21/18,23,15100,13253
4/21/18,24,14570,12679
4/22/18,1,14283,12225
4/22/18,2,13971,12117
4/22/18,3,13958,12031
4/22/18,4,14403,12169
4/22/18,5,14501,12295
4/22/18,6,14580,12498
4/22/18,7,14888,12799
4/22/18,8,14831,12864
4/22/18,9,14536,12729
4/22/18,10,14273,12580
4/22/18,11,14045,12311
4/22/18,12,14042,12309
4/22/18,13,14070,12116
4/22/18,14,13836,11957
4/22/18,15,13766,11992
4/22/18,16,14051,12364
4/22/18,17,14767,13030
4/22/18,18,15337,13625
4/22/18,19,15885,14124
4/22/18,20,16539,14644
4/22/18,21,16012,14492
4/22/18,22,15191,13454
4/22/18,23,14333,12545
4/22/18,24,14288,12072
4/23/18,1,14217,11686
4/23/18,2,14124,11530
4/23/18,3,13922,11497
4/23/18,4,14238,11720
4/23/18,5,14801,12388
4/23/18,6,16123,13711
4/23/18,7,17056,14826
4/23/18,8,16968,14705
4/23/18,9,16761,14302
4/23/18,10,16417,14064
4/23/18,11,16187,13995
4/23/18,12,16021,13985
4/23/18,13,15815,13671
4/23/18,14,15946,13598
4/23/18,15,16003,13622
4/23/18,16,16357,13938
4/23/18,17,16813,14562
4/23/18,18,16889,14797
4/23/18,19,16988,15110
4/23/18,20,17500,15562
4/23/18,21,16949,15268
4/23/18,22,15774,14260
4/23/18,23,14903,13150
4/23/18,24,14396,12356
4/24/18,1,14152,12092
4/24/18,2,13859,11782
4/24/18,3,13694,11657
4/24/18,4,13957,11723
4/24/18,5,14422,12350
4/24/18,6,15625,13485
4/24/18,7,16444,14430
4/24/18,8,16752,14756
4/24/18,9,16470,14779
4/24/18,10,15791,14432
4/24/18,11,15859,14567
4/24/18,12,16525,14639
4/24/18,13,16413,14695
4/24/18,14,16479,14623
4/24/18,15,16200,14518
4/24/18,16,16635,15146
4/24/18,17,17012,15602
4/24/18,18,16935,15410
4/24/18,19,16932,15615
4/24/18,20,17199,15881
4/24/18,21,16680,15346
4/24/18,22,15689,14186
4/24/18,23,14918,13180
4/24/18,24,14719,12546
4/25/18,1,14332,12116
4/25/18,2,14164,11917
4/25/18,3,13943,11773
4/25/18,4,13954,11868
4/25/18,5,14740,12521
4/25/18,6,15826,13773
4/25/18,7,16986,15110
4/25/18,8,17405,15473
4/25/18,9,17042,15400
4/25/18,10,17220,15609
4/25/18,11,17397,15691
4/25/18,12,17272,15318
4/25/18,13,17076,15154
4/25/18,14,16999,15013
4/25/18,15,17029,14880
4/25/18,16,17347,15258
4/25/18,17,17676,15579
4/25/18,18,17599,15521
4/25/18,19,17985,15915
4/25/18,20,18353,16175
4/25/18,21,17737,15675
4/25/18,22,16817,14709
4/25/18,23,16011,13778
4/25/18,24,15486,13051
4/26/18,1,14597,12434
4/26/18,2,14427,12162
4/26/18,3,14321,12053
4/26/18,4,14438,12167
4/26/18,5,14944,12874
4/26/18,6,16149,14137
4/26/18,7,17125,15334
4/26/18,8,16923,15403
4/26/18,9,16709,15030
4/26/18,10,16227,14569
4/26/18,11,15983,14299
4/26/18,12,15819,14065
4/26/18,13,15909,14005
4/26/18,14,15738,13734
4/26/18,15,15865,13751
4/26/18,16,16024,14001
4/26/18,17,16299,14243
4/26/18,18,16270,14414
4/26/18,19,16764,14955
4/26/18,20,17214,15434
4/26/18,21,17038,15331
4/26/18,22,16158,14404
4/26/18,23,15408,13363
4/26/18,24,15050,12660
4/27/18,1,14587,12117
4/27/18,2,14518,12052
4/27/18,3,14455,11991
4/27/18,4,14400,12151
4/27/18,5,15033,12810
4/27/18,6,15910,13981
4/27/18,7,16554,14731
4/27/18,8,16543,14774
4/27/18,9,16543,14571
4/27/18,10,16671,14366
4/27/18,11,16469,14224
4/27/18,12,16489,13940
4/27/18,13,16280,13821
4/27/18,14,16456,13843
4/27/18,15,16365,13929
4/27/18,16,16566,14127
4/27/18,17,16652,14415
4/27/18,18,16773,14500
4/27/18,19,16870,14804
4/27/18,20,16997,15158
4/27/18,21,16899,14907
4/27/18,22,16132,14086
4/27/18,23,15568,13083
4/27/18,24,14824,12390
4/28/18,1,14524,12014
4/28/18,2,14413,11744
4/28/18,3,14279,11589
4/28/18,4,14269,11594
4/28/18,5,14351,11818
4/28/18,6,14524,12186
4/28/18,7,15115,12834
4/28/18,8,15943,13531
4/28/18,9,16656,14163
4/28/18,10,17176,14367
4/28/18,11,17253,14454
4/28/18,12,17201,14381
4/28/18,13,16895,14133
4/28/18,14,16556,13815
4/28/18,15,16447,13781
4/28/18,16,16552,13955
4/28/18,17,17057,14403
4/28/18,18,16972,14577
4/28/18,19,16983,14576
4/28/18,20,17041,14879
4/28/18,21,17108,14857
4/28/18,22,16341,13956
4/28/18,23,15465,13212
4/28/18,24,14873,12563
4/29/18,1,14709,12231
4/29/18,2,14285,11875
4/29/18,3,14126,11730
4/29/18,4,14109,11695
4/29/18,5,14152,11753
4/29/18,6,14603,12193
4/29/18,7,15017,12617
4/29/18,8,15496,12968
4/29/18,9,15435,12844
4/29/18,10,15470,12711
4/29/18,11,15374,12649
4/29/18,12,15536,12905
4/29/18,13,15382,12627
4/29/18,14,15017,12395
4/29/18,15,14893,12458
4/29/18,16,15371,12886
4/29/18,17,15714,13354
4/29/18,18,15859,13862
4/29/18,19,16276,14301
4/29/18,20,16531,14635
4/29/18,21,16750,14735
4/29/18,22,15895,13967
4/29/18,23,15176,13088
4/29/18,24,14796,12494
4/30/18,1,14367,11962
4/30/18,2,14297,11889
4/30/18,3,14136,11857
4/30/18,4,14364,12039
4/30/18,5,14990,12764
4/30/18,6,15913,14031
4/30/18,7,16576,14790
4/30/18,8,16515,14640
4/30/18,9,16403,14388
4/30/18,10,16061,13922
4/30/18,11,15959,13849
4/30/18,12,15745,13671
4/30/18,13,15818,13721
4/30/18,14,15746,13609
4/30/18,15,15749,13571
4/30/18,16,15908,13767
4/30/18,17,16227,14124
4/30/18,18,16655,14483
4/30/18,19,17372,14948
4/30/18,20,17842,15280
4/30/18,21,17669,15148
4/30/18,22,16574,14135
4/30/18,23,15407,12977
4/30/18,24,14203,12021
5/1/18,1,13607,11489
5/1/18,2,13417,11258
5/1/18,3,13497,11201
5/1/18,4,13336,11408
5/1/18,5,14119,11988
5/1/18,6,15389,13119
5/1/18,7,16801,14342
5/1/18,8,16849,14553
5/1/18,9,16724,14435
5/1/18,10,16409,14018
5/1/18,11,16251,13865
5/1/18,12,15808,13521
5/1/18,13,15897,13683
5/1/18,14,15702,13522
5/1/18,15,16062,13756
5/1/18,16,16251,13980
5/1/18,17,16521,14249
5/1/18,18,16812,14502
5/1/18,19,17161,14710
5/1/18,20,17702,15103
5/1/18,21,17811,15029
5/1/18,22,16427,13863
5/1/18,23,14922,12674
5/1/18,24,14066,11797
5/2/18,1,13751,11343
5/2/18,2,13349,11001
5/2/18,3,13282,10940
5/2/18,4,13385,10987
5/2/18,5,13898,11448
5/2/18,6,15046,12598
5/2/18,7,16127,13748
5/2/18,8,15709,13972
5/2/18,9,16156,13927
5/2/18,10,16574,14063
5/2/18,11,16912,14456
5/2/18,12,17083,14639
5/2/18,13,17375,14963
5/2/18,14,17458,14934
5/2/18,15,17463,15033
5/2/18,16,17897,15446
5/2/18,17,18019,15613
5/2/18,18,17893,15609
5/2/18,19,18086,15919
5/2/18,20,18040,16264
5/2/18,21,17925,15982
5/2/18,22,16726,14729
5/2/18,23,15595,13425
5/2/18,24,15233,12697
5/3/18,1,14762,12318
5/3/18,2,14283,11805
5/3/18,3,14125,11661
5/3/18,4,14108,11651
5/3/18,5,14305,11976
5/3/18,6,15495,13001
5/3/18,7,16754,14310
5/3/18,8,17675,15048
5/3/18,9,17685,15312
5/3/18,10,17778,15467
5/3/18,11,17971,15606
5/3/18,12,17974,15590
5/3/18,13,17901,15599
5/3/18,14,17558,15628
5/3/18,15,17275,15392
5/3/18,16,17420,15462
5/3/18,17,17658,15538
5/3/18,18,17465,15314
5/3/18,19,18105,15563
5/3/18,20,18311,15924
5/3/18,21,17975,15683
5/3/18,22,16512,14413
5/3/18,23,15797,13342
5/3/18,24,14885,12562
5/4/18,1,14426,11936
5/4/18,2,14048,11549
5/4/18,3,14014,11462
5/4/18,4,14103,11501
5/4/18,5,14267,11811
5/4/18,6,15217,12687
5/4/18,7,16481,14035
5/4/18,8,17088,14634
5/4/18,9,17286,14753
5/4/18,10,17276,14784
5/4/18,11,17382,14853
5/4/18,12,16730,14618
5/4/18,13,16451,14487
5/4/18,14,16503,14558
5/4/18,15,16385,14387
5/4/18,16,15906,13886
5/4/18,17,15200,13149
5/4/18,18,14136,12298
5/4/18,19,14585,12732
5/4/18,20,15375,13521
5/4/18,21,16016,14152
5/4/18,22,15313,13485
5/4/18,23,14156,12212
5/4/18,24,13420,11477
5/5/18,1,13272,11130
5/5/18,2,13249,10929
5/5/18,3,13087,10803
5/5/18,4,13214,10793
5/5/18,5,13304,10832
5/5/18,6,13111,11028
5/5/18,7,13524,11542
5/5/18,8,14035,12062
5/5/18,9,14300,12252
5/5/18,10,14471,12412
5/5/18,11,14400,12408
5/5/18,12,14303,12251
5/5/18,13,14093,12110
5/5/18,14,14192,12133
5/5/18,15,14364,12333
5/5/18,16,14611,12673
5/5/18,17,15086,13162
5/5/18,18,15346,13444
5/5/18,19,15531,13645
5/5/18,20,15848,13911
5/5/18,21,15810,13853
5/5/18,22,15078,13104
5/5/18,23,14119,12191
5/5/18,24,13782,11544
5/6/18,1,13687,11081
5/6/18,2,13298,10712
5/6/18,3,13125,10541
5/6/18,4,13106,10567
5/6/18,5,13296,10681
5/6/18,6,13376,10832
5/6/18,7,13742,11164
5/6/18,8,14624,11722
5/6/18,9,14606,12077
5/6/18,10,14861,12406
5/6/18,11,14517,12320
5/6/18,12,14451,12243
5/6/18,13,14080,12135
5/6/18,14,14056,12235
5/6/18,15,14406,12509
5/6/18,16,15638,13074
5/6/18,17,16117,13592
5/6/18,18,16366,13762
5/6/18,19,16826,14062
5/6/18,20,17166,14498
5/6/18,21,17166,14450
5/6/18,22,16574,13589
5/6/18,23,15187,12494
5/6/18,24,14925,11916
5/7/18,1,14448,11499
5/7/18,2,14254,11325
5/7/18,3,14128,11160
5/7/18,4,14029,11275
5/7/18,5,14586,11906
5/7/18,6,15613,12990
5/7/18,7,16469,14115
5/7/18,8,16622,14158
5/7/18,9,16579,13957
5/7/18,10,16363,13843
5/7/18,11,16676,13874
5/7/18,12,16188,13717
5/7/18,13,16064,13853
5/7/18,14,16319,13862
5/7/18,15,16311,13750
5/7/18,16,16435,13942
5/7/18,17,16789,14346
5/7/18,18,16838,14597
5/7/18,19,17469,15151
5/7/18,20,17711,15513
5/7/18,21,17849,15516
5/7/18,22,16526,14383
5/7/18,23,15670,13175
5/7/18,24,14787,12327
5/8/18,1,14248,11810
5/8/18,2,13861,11496
5/8/18,3,13989,11454
5/8/18,4,14008,11559
5/8/18,5,14680,12090
5/8/18,6,15354,13102
5/8/18,7,16445,14377
5/8/18,8,16459,14380
5/8/18,9,16184,14053
5/8/18,10,16016,13879
5/8/18,11,16209,13876
5/8/18,12,16216,13911
5/8/18,13,16078,13983
5/8/18,14,15946,13939
5/8/18,15,15891,14045
5/8/18,16,16308,14433
5/8/18,17,16940,14955
5/8/18,18,17542,15480
5/8/18,19,17545,15737
5/8/18,20,17552,15933
5/8/18,21,17287,15665
5/8/18,22,16262,14474
5/8/18,23,14875,13188
5/8/18,24,14373,12304
5/9/18,1,14070,11721
5/9/18,2,13829,11477
5/9/18,3,13699,11413
5/9/18,4,13848,11462
5/9/18,5,14069,11887
5/9/18,6,14943,12910
5/9/18,7,16211,14231
5/9/18,8,16366,14342
5/9/18,9,16393,14220
5/9/18,10,16326,14178
5/9/18,11,16416,14168
5/9/18,12,16132,14118
5/9/18,13,16042,14027
5/9/18,14,16212,14201
5/9/18,15,16715,14601
5/9/18,16,17220,15147
5/9/18,17,17652,15487
5/9/18,18,17158,15149
5/9/18,19,17701,15708
5/9/18,20,17728,15742
5/9/18,21,17569,15486
5/9/18,22,16008,14128
5/9/18,23,14908,13011
5/9/18,24,13860,12057
5/10/18,1,13537,11418
5/10/18,2,13645,11134
5/10/18,3,13590,11092
5/10/18,4,13578,11074
5/10/18,5,13540,11506
5/10/18,6,14781,12761
5/10/18,7,16190,14131
5/10/18,8,16726,14687
5/10/18,9,16931,14800
5/10/18,10,17258,15142
5/10/18,11,17419,15227
5/10/18,12,17106,15016
5/10/18,13,16993,14949
5/10/18,14,16799,14832
5/10/18,15,16895,14905
5/10/18,16,16747,14721
5/10/18,17,16818,14801
5/10/18,18,16600,14634
5/10/18,19,16823,14834
5/10/18,20,16891,14976
5/10/18,21,16956,14995
5/10/18,22,15915,13931
5/10/18,23,14779,12814
5/10/18,24,14162,12079
5/11/18,1,13781,11635
5/11/18,2,14038,11450
5/11/18,3,13966,11378
5/11/18,4,14121,11541
5/11/18,5,14192,12131
5/11/18,6,15090,13174
5/11/18,7,16233,14292
5/11/18,8,16084,14225
5/11/18,9,16157,14169
5/11/18,10,16290,14250
5/11/18,11,16293,14245
5/11/18,12,16150,14075
5/11/18,13,16269,14218
5/11/18,14,16651,14143
5/11/18,15,16267,13918
5/11/18,16,16275,14031
5/11/18,17,16736,14633
5/11/18,18,17069,14749
5/11/18,19,17427,15037
5/11/18,20,17521,15311
5/11/18,21,17436,15126
5/11/18,22,16671,14224
5/11/18,23,15588,13093
5/11/18,24,15038,12321
5/12/18,1,14806,11891
5/12/18,2,14499,11571
5/12/18,3,14370,11350
5/12/18,4,14267,11356
5/12/18,5,14417,11509
5/12/18,6,14476,11816
5/12/18,7,14972,12428
5/12/18,8,15808,13084
5/12/18,9,16119,13347
5/12/18,10,15843,13234
5/12/18,11,15365,12957
5/12/18,12,15373,12886
5/12/18,13,15298,12766
5/12/18,14,15148,12556
5/12/18,15,15028,12352
5/12/18,16,15263,12527
5/12/18,17,15582,12882
5/12/18,18,15962,13338
5/12/18,19,16482,13774
5/12/18,20,16684,13992
5/12/18,21,16289,13984
5/12/18,22,15752,13417
5/12/18,23,14684,12598
5/12/18,24,14719,11972
5/13/18,1,14487,11487
5/13/18,2,14059,11041
5/13/18,3,13893,11029
5/13/18,4,13972,11046
5/13/18,5,14115,11181
5/13/18,6,14112,11362
5/13/18,7,14436,11692
5/13/18,8,14956,12103
5/13/18,9,14748,12170
5/13/18,10,14849,12097
5/13/18,11,14906,12104
5/13/18,12,14827,12048
5/13/18,13,14882,11920
5/13/18,14,14900,11839
5/13/18,15,14917,11956
5/13/18,16,15076,12392
5/13/18,17,15641,12875
5/13/18,18,15783,13423
5/13/18,19,16324,13872
5/13/18,20,16692,14229
5/13/18,21,16922,14473
5/13/18,22,16023,13599
5/13/18,23,15298,12712
5/13/18,24,14698,12091
5/14/18,1,14573,11618
5/14/18,2,14494,11351
5/14/18,3,14689,11205
5/14/18,4,14234,11312
5/14/18,5,14633,11914
5/14/18,6,15732,13035
5/14/18,7,16953,14353
5/14/18,8,17308,14554
5/14/18,9,17261,14621
5/14/18,10,16856,14446
5/14/18,11,17234,14556
5/14/18,12,17513,14614
5/14/18,13,17241,14672
5/14/18,14,17156,14625
5/14/18,15,17343,14716
5/14/18,16,17530,15010
5/14/18,17,17956,15409
5/14/18,18,17980,15470
5/14/18,19,18080,15638
5/14/18,20,18453,15940
5/14/18,21,18164,15809
5/14/18,22,16796,14635
5/14/18,23,16008,13469
5/14/18,24,14722,12431
5/15/18,1,14867,12090
5/15/18,2,14539,11739
5/15/18,3,14537,11716
5/15/18,4,14594,11686
5/15/18,5,15184,12221
5/15/18,6,16268,13503
5/15/18,7,17547,14916
5/15/18,8,17509,15324
